448,Table Space,Bangalore- PTP - Valance ,,,
449,Table Space,Bangalore- PTT,,,
450,Table Space,Bangalore- RMZ Millennia,,,
451,Table Space,Bangalore- SJR prime (whitefield),,,
452,Table Space,Bangalore- SJR Primeco bannerghata,,,
453,Table Space,Bangalore- SJR Union,,,
454,Table Space,Bangalore- SJR Union City (White field),,,
455,Table Space,Bangalore- UB city,,,
456,Table Space,Bangalore- Vasawani Augusta,,,
457,Table Space,Bangalore- Vasawani Centropolis,,,
458,Table Space,Bangalore- Vasawani Oakmont,,,
459,Table Space,Chennai- Global Info city ,,,
460,Table Space,Chennai- KRC Commerzone,,,
461,Table Space,GLT,,,
462,Table Space,Gurgaon- DLF 10 B & C,,,
463,Table Space,Gurgaon- DLF 5A,,,
464,Table Space,Gurgaon- DLF 8B,,,
465,Table Space,Gurgaon- Global Gateway,,,
466,Table Space,Gurgaon- Global Gateway ,,,
467,Table Space,Gurgaon- Two Horizon,,,
468,Table Space,Hyderabad- Aurobindo Galaxy,,,
469,Table Space,Hyderabad- Joythi Galaxy,,,
470,Table Space,Hyderabad- My Home Twitza,,,
471,Table Space,Hyderabad- SOHINI TECH PARK,,,
472,Table Space,Hyderabad- Western Aqua,,,
473,Table Space,Hyderabad- Western Dallas,,,
474,Table Space,Mumbai- Godrej BKC,,,
